customValue,pubkey,foundInMapping,lnaddressFromMapping,nameIfPresent,sourceFile
60c4469f-f3a3-481d-8df5-516eb4944ff7,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Music To Watch Clouds Fly By via Wavlake,data/podcast-value-feeds-2025-10-01.json
fdc349d2-a650-431c-a5ad-578ad6721126,036057de949c308f3f0116a3b993d4cf3de35dc312f11c961ac4f81ac78512fd7e,no,,Sakura via Wavlake,data/podcast-value-feeds-2025-10-01.json
9b6add0f-fe7e-4004-8a90-d471f3bfb03f,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Tidal via Wavlake,data/podcast-value-feeds-2025-10-01.json
95ea253a-4058-402c-8503-204f6d3f1494,036057de949c308f3f0116a3b993d4cf3de35dc312f11c961ac4f81ac78512fd7e,no,,Empty Passenger Seat via Wavlake,data/podcast-value-feeds-2025-10-01.json
2c8cf1b4-5d6d-4275-89af-c09290c2ded2,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Post-man via Wavlake,data/podcast-value-feeds-2025-10-01.json
f2108852-70be-499a-a200-892023329b34,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Jack T Martin - A New Hash  via Wavlake,data/podcast-value-feeds-2025-10-01.json
997060e3-9dc1-4cd8-b3c1-3ae06d54bb03,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,THEY RIDE via Wavlake,data/podcast-value-feeds-2025-10-01.json
c4c7fd67-f911-4bed-acc6-3137510a1fc5,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,honey via Wavlake,data/podcast-value-feeds-2025-10-01.json
079a620f-6975-493a-b3f0-d144fbe20a01,036057de949c308f3f0116a3b993d4cf3de35dc312f11c961ac4f81ac78512fd7e,no,,Cling Wrap Sally via Wavlake,data/podcast-value-feeds-2025-10-01.json
c0003468-cc54-4b1b-8953-a6da9bf11d15,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,L5 Orbital via Wavlake,data/podcast-value-feeds-2025-10-01.json
47bc7992-48ad-4a4b-907c-9972490bcdba,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Nate and Cole Find a Radio via Wavlake,data/podcast-value-feeds-2025-10-01.json
1ac29fae-00b4-4a2f-abcb-7ee743cdb90f,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Stand in the Rain via Wavlake,data/podcast-value-feeds-2025-10-01.json
18b95fd5-2075-4280-b3d8-373161e299d2,036057de949c308f3f0116a3b993d4cf3de35dc312f11c961ac4f81ac78512fd7e,no,,Exit Plan via Wavlake,data/podcast-value-feeds-2025-10-01.json
054a97c5-06b3-451d-ae4d-4026057f634f,036057de949c308f3f0116a3b993d4cf3de35dc312f11c961ac4f81ac78512fd7e,no,,A Place in Time  via Wavlake,data/podcast-value-feeds-2025-10-01.json
8594d4f2-dca5-4c9f-9cb4-780263690ab5,036057de949c308f3f0116a3b993d4cf3de35dc312f11c961ac4f81ac78512fd7e,no,,Drum samples via Wavlake,data/podcast-value-feeds-2025-10-01.json
979fa758-461a-44a7-8168-b58879fa1be2,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Commodore305 via Wavlake,data/podcast-value-feeds-2025-10-01.json
2fa94621-cc36-46a4-aa25-e07f2f22db82,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,S01 E01 - Bastl Softpop 2 and SOMA Rumble Of Ancient Times via Wavlake,data/podcast-value-feeds-2025-10-01.json
b68a8be6-b2d4-4c4d-b48d-f5a45371cfd8,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,S01 E02 - Korg Volca Modular and Bastle Drum Kastle (x2) via Wavlake,data/podcast-value-feeds-2025-10-01.json
9d60322f-4a12-4dee-a441-ac529abd845d,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,S01 E10 - SOMA Rumble of Ancient Times and Gieskes HSS2020 (x2) via Wavlake,data/podcast-value-feeds-2025-10-01.json
66039c60-38f9-417e-ad73-cf88f05e3812,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,S01 E11 - FutureRetro TRAX  AfterLater Audio CASCADES  VALLEY  BROOKS  TYPHOON  2HP EON via Wavlake,data/podcast-value-feeds-2025-10-01.json
3226404c-28aa-4712-8b46-1ba27b6c103f,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Diagnosis EP via Wavlake,data/podcast-value-feeds-2025-10-01.json
07b50c99-1395-495c-a724-94adb90f4f25,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,A Collection Of B-T-Sea Shanties via Wavlake,data/podcast-value-feeds-2025-10-01.json
e73000fe-0e1b-4982-aaf0-c2f9a4d494f3,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Wavlake Exclusive via Wavlake,data/podcast-value-feeds-2025-10-01.json
c46ccc66-8e60-4457-80df-bb0f0ee377ec,036057de949c308f3f0116a3b993d4cf3de35dc312f11c961ac4f81ac78512fd7e,no,,In Another LIfe via Wavlake,data/podcast-value-feeds-2025-10-01.json
e3ad930a-b482-41f3-aa78-8f04e60398c9,036057de949c308f3f0116a3b993d4cf3de35dc312f11c961ac4f81ac78512fd7e,no,,Simpletons and Charlatans via Wavlake,data/podcast-value-feeds-2025-10-01.json
e11c4eb2-3e76-420c-8808-973909a63b43,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Gägäsätz (Single) via Wavlake,data/podcast-value-feeds-2025-10-01.json
23762d38-b9a5-493f-bcab-20b2dbebfe1d,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,The Surface Of Our Needs via Wavlake,data/podcast-value-feeds-2025-10-01.json
jennivic,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,ImJennivic,data/podcast-value-feeds-2025-10-01.json
01z99AvsD4dK7aqC6SWEJK,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],satorinefelibata@fountain.fm,data/podcast-value-feeds-2025-10-01.json
ZuR5vAVrO63JkdRy74PL,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,3 Minutes LGB,data/podcast-value-feeds-2025-10-01.json
kIfLeZ4z8YAMQiF4uCsw,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Alberto "xaloT" Bertola,data/podcast-value-feeds-2025-10-01.json
mccoy02,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,mccoy02,data/podcast-value-feeds-2025-10-01.json
rmsadkri,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,rmsadkri,data/podcast-value-feeds-2025-10-01.json
01fmUORnvIO9YrU2a45z5B,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],youniverse@fountain.fm,data/podcast-value-feeds-2025-10-01.json
emilyra333,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Emily Ra,data/podcast-value-feeds-2025-10-01.json
YDuO9BRShGIsUJUxdTmh,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Bill Rehberg,data/podcast-value-feeds-2025-10-01.json
robertonis,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Robertos,data/podcast-value-feeds-2025-10-01.json
liquidocelotytt,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,LiquidOcelot,data/podcast-value-feeds-2025-10-01.json
ZYul2ZOnX4yqiWpNOmYW,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Peter Smith,data/podcast-value-feeds-2025-10-01.json
justconsultca,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,justconsultca,data/podcast-value-feeds-2025-10-01.json
teooo,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Jurijus,data/podcast-value-feeds-2025-10-01.json
2c031ef7-5017-42f6-8326-6db81f321a5b,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,iMerica (Single) via Wavlake,data/podcast-value-feeds-2025-10-01.json
ffe400b0-0d92-45b3-9a87-3b1a7671e533,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Berlin Tracks via Wavlake,data/podcast-value-feeds-2025-10-01.json
14ef2924-e0b6-4a0e-8c52-72832a18e6d3,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,No Agenda Tunes via Wavlake,data/podcast-value-feeds-2025-10-01.json
bac423dd-0ba5-4ac4-b6c4-600f6529bbf4,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Divinyl Tracks via Wavlake,data/podcast-value-feeds-2025-10-01.json
dGpdBLHuyRcEfKu8d4Mv,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,cbrooklyn112@getalby.com,data/podcast-value-feeds-2025-10-01.json
alessandrawhite,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Alessandra White,data/podcast-value-feeds-2025-10-01.json
okami-san,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Okami san,data/podcast-value-feeds-2025-10-01.json
019ucAqPEFKabRQs6Ej5Ez,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],quinteiro@fountain.fm,data/podcast-value-feeds-2025-10-01.json
chrysanthemum,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,hushbutton,data/podcast-value-feeds-2025-10-01.json
nwothini335,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Nrs. Harris - Nwoko Daniel D.,data/podcast-value-feeds-2025-10-01.json
markush,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Mark Kush,data/podcast-value-feeds-2025-10-01.json
bridget.art,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Bri,data/podcast-value-feeds-2025-10-01.json
01fef2Yg5WeZ9miljrA1TD,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],superhans@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01SjSiu8t1YZJMf3TLn1yB,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user42766572@fountain.fm,data/podcast-value-feeds-2025-10-01.json
rallyecoachworks,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,rallyecoachworks,data/podcast-value-feeds-2025-10-01.json
011GmwPy7oHiHWPeXdx8m6,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],tatumturnup@fountain.fm,data/podcast-value-feeds-2025-10-01.json
015e03Nbt5EQ9Azx4EtcgR,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],carl@fountain.fm,data/podcast-value-feeds-2025-10-01.json
ngl5LhqPA3jgUDKQS4Qi,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Podcaster (on Alby),data/podcast-value-feeds-2025-10-01.json
THhvRcnDzBu56KXI4Bfi,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Universidad Unic,data/podcast-value-feeds-2025-10-01.json
X32FQdssCqQkodobNghb,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Jackson May and Serenity Joan Coleman,data/podcast-value-feeds-2025-10-01.json
hive-br,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,HiveBR • Community,data/podcast-value-feeds-2025-10-01.json
jancharlest,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Jan Charles,data/podcast-value-feeds-2025-10-01.json
5t8ZFdiGje1dt9XRpZ0l,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Erica Lashai,data/podcast-value-feeds-2025-10-01.json
healthonetoronto,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,healthonetoronto,data/podcast-value-feeds-2025-10-01.json
wwqbBBG3v9jipASfZZGO,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Jules y Manu,data/podcast-value-feeds-2025-10-01.json
vrezyy,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Kibou7 (vrezyy),data/podcast-value-feeds-2025-10-01.json
gonklavez9,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Video shorts about Crypto and Finance.,data/podcast-value-feeds-2025-10-01.json
ourguest2023,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,ourguest2023,data/podcast-value-feeds-2025-10-01.json
sawuel98,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,ElLocoDeLaCalistenia,data/podcast-value-feeds-2025-10-01.json
liquidocelot,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,LiquidOcelot,data/podcast-value-feeds-2025-10-01.json
uxISvY8nPlxxkPVH7Rfz,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Burak Çınar,data/podcast-value-feeds-2025-10-01.json
juzborn,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,juzborn,data/podcast-value-feeds-2025-10-01.json
W8H9UIkjxYnI486lGuTB,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,oz levy,data/podcast-value-feeds-2025-10-01.json
fixerror247,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,fixerror247,data/podcast-value-feeds-2025-10-01.json
crowdpunk,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Crowdpunk,data/podcast-value-feeds-2025-10-01.json
tcsdallas,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,tcsdallas,data/podcast-value-feeds-2025-10-01.json
01EASWp0FxI4PZySBx7885,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user14418971@fountain.fm,data/podcast-value-feeds-2025-10-01.json
5db596ac-c9fd-4fe3-9ec4-4d4d6a6f1baa,036057de949c308f3f0116a3b993d4cf3de35dc312f11c961ac4f81ac78512fd7e,no,,Power via Wavlake,data/podcast-value-feeds-2025-10-01.json
adesojisouljay,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Adesojisouljay,data/podcast-value-feeds-2025-10-01.json
l4l4l4,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,L4L4L4,data/podcast-value-feeds-2025-10-01.json
kaiggue01,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,kaiggue01,data/podcast-value-feeds-2025-10-01.json
01Gef2RaqYDh9nLwcZLrKv,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],mchvll@fountain.fm,data/podcast-value-feeds-2025-10-01.json
epearson,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Eliot,data/podcast-value-feeds-2025-10-01.json
UIbWQj5jZSXUboBqFHAD,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Inside Nollywood,data/podcast-value-feeds-2025-10-01.json
ekdtwnCOv8ahBSMmltaw,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,144 Frames,data/podcast-value-feeds-2025-10-01.json
blades29,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Michelle Blades,data/podcast-value-feeds-2025-10-01.json
n0jWbR5CJyyiZHM2m9sx,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Immutable Studios,data/podcast-value-feeds-2025-10-01.json
arlenec2021,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,arlenec2021,data/podcast-value-feeds-2025-10-01.json
shinpum,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,shinpum,data/podcast-value-feeds-2025-10-01.json
Fds8RgB0HAZlOIdz6FYb,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Mutlu HAYAT,data/podcast-value-feeds-2025-10-01.json
01DR9cHRc0I0KR1Wfpskce,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],bridgingthegap@fountain.fm,data/podcast-value-feeds-2025-10-01.json
2tloDmLMGoYOfyxU6Zbw,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Khallipso,data/podcast-value-feeds-2025-10-01.json
019JyuBm1EK7OEpBNLzCnc,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user58081729@fountain.fm,data/podcast-value-feeds-2025-10-01.json
3FM3RbCXKZ91svelvnqY,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Podcaster (on Alby),data/podcast-value-feeds-2025-10-01.json
bait002,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Bait002,data/podcast-value-feeds-2025-10-01.json
royal-priest,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,royal-priest,data/podcast-value-feeds-2025-10-01.json
globetrottergcc,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,globetrottergcc,data/podcast-value-feeds-2025-10-01.json
melyxaluna,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Melyxa,data/podcast-value-feeds-2025-10-01.json
leqel,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Leqel,data/podcast-value-feeds-2025-10-01.json
hivesucre,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Hive Sucre,data/podcast-value-feeds-2025-10-01.json
9TekYqxtCeldyIKWDdjP,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Sergej Marojevic,data/podcast-value-feeds-2025-10-01.json
rzc24-nftbbg,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,rzc24-nftbbg,data/podcast-value-feeds-2025-10-01.json
HANRuQPRiOnlwgqENsGd,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Mark McCormick,data/podcast-value-feeds-2025-10-01.json
kriptux,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Kriptux,data/podcast-value-feeds-2025-10-01.json
myth0,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Myth0,data/podcast-value-feeds-2025-10-01.json
NIpowcxILCWoK1SRGHy3,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Camille Emblem,data/podcast-value-feeds-2025-10-01.json
damoclesart,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,adrian martin orsini,data/podcast-value-feeds-2025-10-01.json
josmariyuyi,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,josmariyuyi,data/podcast-value-feeds-2025-10-01.json
eagleswing,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Eagleswing Harmony,data/podcast-value-feeds-2025-10-01.json
prospero25,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Prospero,data/podcast-value-feeds-2025-10-01.json
215ad2c4-5c16-49af-85b5-2a904ca2a698,036057de949c308f3f0116a3b993d4cf3de35dc312f11c961ac4f81ac78512fd7e,no,,Ageless via Wavlake,data/podcast-value-feeds-2025-10-01.json
d893b5f7-c597-4d66-b03f-91697be03615,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Cypher-funk for Cypherpunks via Wavlake,data/podcast-value-feeds-2025-10-01.json
kVrEt1LhaKipspAOTJs8,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Rabino Tuvia Serber,data/podcast-value-feeds-2025-10-01.json
aLbaUWRr0KnjcEdF5nT5,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,billowingnight365@getalby.com,data/podcast-value-feeds-2025-10-01.json
pythontraining,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,pythontraining,data/podcast-value-feeds-2025-10-01.json
web3lofi,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Web3 Lofi,data/podcast-value-feeds-2025-10-01.json
varam,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,varam,data/podcast-value-feeds-2025-10-01.json
aguamiel,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Aguamiel,data/podcast-value-feeds-2025-10-01.json
fdavidrl5,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Perritos,data/podcast-value-feeds-2025-10-01.json
trexane,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Victor Oguzie,data/podcast-value-feeds-2025-10-01.json
rondavid,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Ron David,data/podcast-value-feeds-2025-10-01.json
JvZ0GR30VJqojLPSVrtl,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Hosts: Edgar  Mr. Bludd  Tommy & Toxxic,data/podcast-value-feeds-2025-10-01.json
hezeprinx,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Hezeprinx,data/podcast-value-feeds-2025-10-01.json
01lxrjspmB5On7kIoY1yMM,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],efenigson@fountain.fm,data/podcast-value-feeds-2025-10-01.json
8Pgl5jVK5FKg53kCh4UK,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Rob Crate,data/podcast-value-feeds-2025-10-01.json
usagigallardo015,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Queen Serenity,data/podcast-value-feeds-2025-10-01.json
t5KfeB2yh4f3Ap0LQGUx,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Alexis Bomanza,data/podcast-value-feeds-2025-10-01.json
georgehive,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,georgehk,data/podcast-value-feeds-2025-10-01.json
01pKd2yzGceb2Ua5YsJTkp,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user57419799@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01FsZ7MgG2tNh1WH8FUlCC,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],tgfb@fountain.fm,data/podcast-value-feeds-2025-10-01.json
yann0975,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Yann0975,data/podcast-value-feeds-2025-10-01.json
mlmalubay0908,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,AnnLapz,data/podcast-value-feeds-2025-10-01.json
czander,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,czander,data/podcast-value-feeds-2025-10-01.json
rezarebon,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Reza Rebon,data/podcast-value-feeds-2025-10-01.json
97pgtVtJb4GiI4wPve5w,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Dimitri Atabekov,data/podcast-value-feeds-2025-10-01.json
rasecdus,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Ces Duran,data/podcast-value-feeds-2025-10-01.json
604dd359-1463-45bb-a2f1-c8c5c52f7a1b,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Classical Piano via Wavlake,data/podcast-value-feeds-2025-10-01.json
mwjN8bVCMk2tizmjuwQy,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Olamilekan Samson Ogedengbe,data/podcast-value-feeds-2025-10-01.json
chessclasses2021,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,chessclasses2021,data/podcast-value-feeds-2025-10-01.json
LYwtAcD8OWCdXLY6B4Xh,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Christopher Martin Burns,data/podcast-value-feeds-2025-10-01.json
SqfRtey2NEaJCPOj1SKI,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Confidence Catalyst,data/podcast-value-feeds-2025-10-01.json
WsBgByt4UJfahIF8IKIB,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,John  Walter,data/podcast-value-feeds-2025-10-01.json
4HQw15bAlsG28DOqGKG0,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Bridget Mongan,data/podcast-value-feeds-2025-10-01.json
topazio,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,topazio,data/podcast-value-feeds-2025-10-01.json
parker-sw,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,parker-sw,data/podcast-value-feeds-2025-10-01.json
eldiegoide97,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,eldiegoide97,data/podcast-value-feeds-2025-10-01.json
01T4mwmhthU2smdEEhWxOG,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],tbag127@fountain.fm,data/podcast-value-feeds-2025-10-01.json
eidakovic,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,eidakovic,data/podcast-value-feeds-2025-10-01.json
1t5Q9jW85qe7xORAZG11,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Michael Inacloud,data/podcast-value-feeds-2025-10-01.json
comandogamer80,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,comandogamer80,data/podcast-value-feeds-2025-10-01.json
